序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长_秒,有消费,CTR,CPC,有浏览,有转化,平均浏览,GMM_K,cluster_id,分类
1695,3138,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1696,3147,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1697,3151,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1698,3158,525368335,9811363528,1.99,1,1,1.0,11.0,True,1.0,1.99,True,True,1.0,8,7,低效长尾型二
1699,3164,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1700,3178,525368335,9811363528,10.08,13,14,0.8889,88.0,True,0.9285714285714286,0.7753846153846153,True,True,1.0769230769230769,8,6,稳定拓展型三
1701,3179,525368335,9811363528,3.04,5,4,0.6667,1275.0,True,1.25,0.608,True,True,0.8,8,6,稳定拓展型三
1702,3181,525368335,9811363528,11.07,13,50,0.75,623.0,True,0.26,0.8515384615384616,True,True,3.8461538461538463,8,1,稳定拓展型
1703,3182,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1704,3185,525368335,9811363528,2.72,4,2,1.0,62.0,True,2.0,0.68,True,True,0.5,8,7,低效长尾型二
1705,3188,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1706,3202,525368335,9811363528,32.23,27,119,0.6316,228.0,True,0.226890756302521,1.1937037037037035,True,True,4.407407407407407,8,1,稳定拓展型
1707,3206,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1708,3211,525368335,9811363528,4.96,6,6,1.0,26.0,True,1.0,0.8266666666666667,True,True,1.0,8,7,低效长尾型二
1709,3222,525368335,9811363528,1176.51,172,337,0.7801,144.0,True,0.5103857566765578,6.840174418604651,True,True,1.9593023255813953,8,0,高价值转化型
1710,3235,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1711,3262,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1712,3267,525368335,9811363528,9.34,6,8,0.6667,57.0,True,0.75,1.5566666666666666,True,True,1.3333333333333333,8,6,稳定拓展型三
1713,3275,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1714,3280,525368335,9811363528,30.61,27,55,0.75,218.0,True,0.4909090909090909,1.1337037037037037,True,True,2.037037037037037,8,6,稳定拓展型三
1715,3281,525368335,9811363528,1.75,2,1,1.0,120.0,True,2.0,0.875,True,True,0.5,8,7,低效长尾型二
1716,3284,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1717,3300,525368335,9811363528,0.1,1,0,0.0,,True,,0.1,False,True,0.0,8,5,潜力挖掘型
1718,3305,525368335,9811363528,10.73,11,11,0.75,32.0,True,1.0,0.9754545454545455,True,True,1.0,8,6,稳定拓展型三
1719,3313,525368335,9811363528,36.15,43,107,0.5143,400.0,True,0.40186915887850466,0.8406976744186047,True,True,2.488372093023256,8,1,稳定拓展型
1720,3320,525368335,9811363528,0.15,1,1,1.0,,True,1.0,0.15,True,True,1.0,8,7,低效长尾型二
1721,3326,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1722,3331,525368335,9811363528,1.01,1,1,1.0,120.0,True,1.0,1.01,True,True,1.0,8,7,低效长尾型二
1723,3333,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1724,3340,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1725,3347,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1726,3348,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1727,3352,525368335,9811363528,4.01,3,3,1.0,81.0,True,1.0,1.3366666666666667,True,True,1.0,8,7,低效长尾型二
1728,3359,525368335,9811363528,2.83,3,1,1.0,6.0,True,3.0,0.9433333333333334,True,True,0.3333333333333333,8,7,低效长尾型二
1729,3363,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1730,3365,525368335,9811363528,1.95,1,2,0.0,70.0,True,0.5,1.95,True,True,2.0,8,5,潜力挖掘型
1731,3369,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1732,3375,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1733,3387,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1734,3392,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1735,3395,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1736,3396,525368335,9811363528,1.26,1,1,1.0,4.0,True,1.0,1.26,True,True,1.0,8,7,低效长尾型二
1737,3413,525368335,9811363528,1.41,1,1,1.0,10.0,True,1.0,1.41,True,True,1.0,8,7,低效长尾型二
1738,3431,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1739,3442,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1740,3446,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1741,3453,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1742,3455,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1743,3456,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1744,3460,525368335,9811363528,0.6,1,0,0.0,,True,,0.6,False,True,0.0,8,5,潜力挖掘型
1745,3463,525368335,9811363528,0.53,2,2,1.0,120.0,True,1.0,0.265,True,True,1.0,8,7,低效长尾型二
1746,3473,525368335,9811363528,7.85,7,13,0.75,139.0,True,0.5384615384615384,1.1214285714285714,True,True,1.8571428571428572,8,6,稳定拓展型三
1747,3476,525368335,9811363528,6.72,7,19,0.75,405.0,True,0.3684210526315789,0.96,True,True,2.7142857142857144,8,1,稳定拓展型
1748,3481,525368335,9811363528,8.14,12,62,0.4,474.0,True,0.1935483870967742,0.6783333333333333,True,True,5.166666666666667,8,1,稳定拓展型
1749,3486,525368335,9811363528,0.15,1,2,0.0,39.0,True,0.5,0.15,True,True,2.0,8,5,潜力挖掘型
1750,3487,525368335,9811363528,5.23,5,4,1.0,4.0,True,1.25,1.046,True,True,0.8,8,7,低效长尾型二
1751,3495,525368335,9811363528,2.74,4,10,0.6667,226.0,True,0.4,0.685,True,True,2.5,8,1,稳定拓展型
1752,3505,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1753,3515,525368335,9811363528,2110.21,88,180,0.6615,152.0,True,0.4888888888888889,23.97965909090909,True,True,2.0454545454545454,8,0,高价值转化型
1754,3529,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1755,3535,525368335,9811363528,9.73,8,21,0.5714,157.0,True,0.38095238095238093,1.21625,True,True,2.625,8,1,稳定拓展型
1756,3541,525368335,9811363528,3.12,4,3,0.0,1359.0,True,1.3333333333333333,0.78,True,True,0.75,8,5,潜力挖掘型
1757,3543,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1758,3544,525368335,9811363528,0.9,1,4,0.0,444.0,True,0.25,0.9,True,True,4.0,8,5,潜力挖掘型
1759,3566,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1760,3575,525368335,9811363528,167.95,71,201,0.6,316.0,True,0.35323383084577115,2.3654929577464787,True,True,2.8309859154929575,8,1,稳定拓展型
1761,3586,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1762,3595,525368335,9811363528,3343.5,420,418,0.8,121.0,True,1.0047846889952152,7.960714285714285,True,True,0.9952380952380953,8,0,高价值转化型
1763,3597,525368335,9811363528,44.81,51,65,0.8333,110.0,True,0.7846153846153846,0.8786274509803922,True,True,1.2745098039215685,8,6,稳定拓展型三
1764,3622,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1765,3634,525368335,9811363528,1.18,1,0,0.0,,True,,1.18,False,True,0.0,8,5,潜力挖掘型
1766,3640,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1767,3643,525368335,9811363528,3.44,5,4,1.0,96.0,True,1.25,0.688,True,True,0.8,8,7,低效长尾型二
1768,3649,525368335,9811363528,33.42,4,3,0.0,56.0,True,1.3333333333333333,8.355,True,True,0.75,8,0,高价值转化型
1769,3657,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1770,3659,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1771,3663,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1772,3665,525368335,9811363528,3.95,5,15,0.6667,68.0,True,0.3333333333333333,0.79,True,True,3.0,8,1,稳定拓展型
1773,3671,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1774,3673,525368335,9811363528,0.85,1,0,0.0,,True,,0.85,False,True,0.0,8,5,潜力挖掘型
1775,3679,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1776,3685,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1777,3692,525368335,9811363528,16.38,15,49,0.5,306.0,True,0.30612244897959184,1.0919999999999999,True,True,3.2666666666666666,8,1,稳定拓展型
1778,3697,525368335,9811363528,1.28,1,0,0.0,,True,,1.28,False,True,0.0,8,5,潜力挖掘型
1779,3698,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1780,3703,525368335,9811363528,1.28,1,1,1.0,1156.0,True,1.0,1.28,True,True,1.0,8,7,低效长尾型二
1781,3704,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1782,3705,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1783,3716,525368335,9811363528,1.44,1,1,1.0,11.0,True,1.0,1.44,True,True,1.0,8,7,低效长尾型二
1784,3733,525368335,9811363528,0.71,1,1,1.0,120.0,True,1.0,0.71,True,True,1.0,8,7,低效长尾型二
1785,3742,525368335,9811363528,1.99,2,1,1.0,120.0,True,2.0,0.995,True,True,0.5,8,7,低效长尾型二
1786,3749,525368335,9811363528,11.54,14,11,1.0,36.0,True,1.2727272727272727,0.8242857142857142,True,True,0.7857142857142857,8,7,低效长尾型二
1787,3750,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1788,3759,525368335,9811363528,0.97,1,1,1.0,1.0,True,1.0,0.97,True,True,1.0,8,7,低效长尾型二
1789,3760,525368335,9811363528,9.1,17,15,0.9286,96.0,True,1.1333333333333333,0.5352941176470588,True,True,0.8823529411764706,8,6,稳定拓展型三
1790,3769,525368335,9811363528,4.68,6,12,0.8,67.0,True,0.5,0.7799999999999999,True,True,2.0,8,6,稳定拓展型三
1791,3775,525368335,9811363528,4.81,4,6,0.75,47.0,True,0.6666666666666666,1.2025,True,True,1.5,8,6,稳定拓展型三
1792,3779,525368335,9811363528,2.4,2,0,0.0,,True,,1.2,False,True,0.0,8,5,潜力挖掘型
1793,3814,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1794,3819,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1795,3821,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1796,3835,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1797,3843,525368335,9811363528,6.63,5,13,0.4,74.0,True,0.38461538461538464,1.326,True,True,2.6,8,1,稳定拓展型
1798,3844,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1799,3857,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1800,3865,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1801,3893,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1802,3907,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1803,3916,525368335,9811363528,0.58,1,0,0.0,,True,,0.58,False,True,0.0,8,5,潜力挖掘型
1804,3921,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1805,3923,525368335,9811363528,316.24,20,94,0.5263,244.0,True,0.2127659574468085,15.812000000000001,True,True,4.7,8,0,高价值转化型
1806,3924,525368335,9811363528,4.53,6,21,0.5,246.0,True,0.2857142857142857,0.755,True,True,3.5,8,1,稳定拓展型
1807,3934,525368335,9811363528,4.48,4,6,0.6667,131.0,True,0.6666666666666666,1.12,True,True,1.5,8,6,稳定拓展型三
1808,3936,525368335,9811363528,155.23,28,51,0.8696,72.0,True,0.5490196078431373,5.543928571428571,True,True,1.8214285714285714,8,0,高价值转化型
1809,3949,525368335,9811363528,13.87,13,6,1.0,124.0,True,2.1666666666666665,1.0669230769230769,True,True,0.46153846153846156,8,7,低效长尾型二
1810,3951,525368335,9811363528,4.31,1,0,0.0,,True,,4.31,False,True,0.0,8,5,潜力挖掘型
1811,3964,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1812,3968,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1813,3973,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1814,3979,525368335,9811363528,1.82,1,1,1.0,,True,1.0,1.82,True,True,1.0,8,7,低效长尾型二
1815,3989,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1816,3991,525368335,9811363528,10.09,7,9,0.6,38.0,True,0.7777777777777778,1.4414285714285715,True,True,1.2857142857142858,8,6,稳定拓展型三
1817,3996,525368335,9811363528,1.7,6,5,0.75,569.0,True,1.2,0.2833333333333333,True,True,0.8333333333333334,8,4,稳定拓展型二
1818,4005,525368335,9811363528,3.61,1,1,1.0,922.0,True,1.0,3.61,True,True,1.0,8,0,高价值转化型
1819,4012,525368335,9811363528,1.78,5,4,0.6667,82.0,True,1.25,0.356,True,True,0.8,8,4,稳定拓展型二
1820,4015,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1821,4020,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1822,4025,525368335,9811363528,4371.61,319,1051,0.5397,264.0,True,0.30352045670789723,13.704106583072099,True,True,3.2946708463949843,8,0,高价值转化型
1823,4026,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1824,4032,525368335,9811363528,11.18,11,52,0.2727,252.0,True,0.21153846153846154,1.0163636363636364,True,True,4.7272727272727275,8,1,稳定拓展型
1825,4039,525368335,9811363528,1.21,2,2,1.0,29.0,True,1.0,0.605,True,True,1.0,8,7,低效长尾型二
1826,4041,525368335,9811363528,0.78,1,2,0.0,15.0,True,0.5,0.78,True,True,2.0,8,5,潜力挖掘型
1827,4042,525368335,9811363528,1.73,7,20,0.25,350.0,True,0.35,0.24714285714285714,True,True,2.857142857142857,8,1,稳定拓展型
1828,4045,525368335,9811363528,2116.51,24,117,0.5714,341.0,True,0.20512820512820512,88.18791666666668,True,True,4.875,8,3,高成本浪费型
1829,4051,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1830,4053,525368335,9811363528,223.0,37,100,0.7333,287.0,True,0.37,6.027027027027027,True,True,2.7027027027027026,8,0,高价值转化型
1831,4082,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1832,4089,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1833,4090,525368335,9811363528,15.57,18,15,0.8182,59.0,True,1.2,0.865,True,True,0.8333333333333334,8,6,稳定拓展型三
1834,4091,525368335,9811363528,44.79,64,337,0.4,581.0,True,0.18991097922848665,0.69984375,True,True,5.265625,8,1,稳定拓展型
1835,4106,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1836,4108,525368335,9811363528,2.36,3,2,0.0,82.0,True,1.5,0.7866666666666666,True,True,0.6666666666666666,8,5,潜力挖掘型
1837,4111,525368335,9811363528,0.54,1,1,1.0,120.0,True,1.0,0.54,True,True,1.0,8,7,低效长尾型二
1838,4152,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1839,4153,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1840,4158,525368335,9811363528,4.79,3,3,1.0,312.0,True,1.0,1.5966666666666667,True,True,1.0,8,7,低效长尾型二
1841,4162,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1842,4163,525368335,9811363528,1.26,1,0,0.0,,True,,1.26,False,True,0.0,8,5,潜力挖掘型
1843,4171,525368335,9811363528,5.91,6,7,0.75,258.0,True,0.8571428571428571,0.985,True,True,1.1666666666666667,8,6,稳定拓展型三
1844,4184,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1845,4189,525368335,9811363528,8.85,8,19,0.3333,77.0,True,0.42105263157894735,1.10625,True,True,2.375,8,1,稳定拓展型
1846,4199,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1847,4202,525368335,9811363528,1.12,1,0,0.0,,True,,1.12,False,True,0.0,8,5,潜力挖掘型
1848,4210,525368335,9811363528,13.71,12,18,0.75,130.0,True,0.6666666666666666,1.1425,True,True,1.5,8,6,稳定拓展型三
1849,4212,525368335,9811363528,37.2,30,81,0.6667,242.0,True,0.37037037037037035,1.24,True,True,2.7,8,1,稳定拓展型
1850,4224,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1851,4236,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1852,4248,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1853,4249,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1854,4251,525368335,9811363528,2.47,4,2,1.0,90.0,True,2.0,0.6175,True,True,0.5,8,7,低效长尾型二
1855,4254,525368335,9811363528,0.93,3,1,1.0,120.0,True,3.0,0.31,True,True,0.3333333333333333,8,4,稳定拓展型二
1856,4255,525368335,9811363528,7.61,25,149,0.381,369.0,True,0.16778523489932887,0.3044,True,True,5.96,8,1,稳定拓展型
1857,4260,525368335,9811363528,362.82,62,58,0.913,49.0,True,1.0689655172413792,5.851935483870967,True,True,0.9354838709677419,8,0,高价值转化型
1858,4261,525368335,9811363528,12.22,54,9,1.0,54.0,True,6.0,0.2262962962962963,True,True,0.16666666666666666,8,4,稳定拓展型二
1859,4264,525368335,9811363528,0.15,1,1,1.0,2.0,True,1.0,0.15,True,True,1.0,8,7,低效长尾型二
1860,4269,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1861,4288,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1862,4289,525368335,9811363528,1.5,1,0,0.0,,True,,1.5,False,True,0.0,8,5,潜力挖掘型
1863,4290,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1864,4292,525368335,9811363528,3.3,3,2,1.0,61.0,True,1.5,1.0999999999999999,True,True,0.6666666666666666,8,7,低效长尾型二
1865,4296,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1866,4307,525368335,9811363528,1.92,2,10,0.0,71.0,True,0.2,0.96,True,True,5.0,8,5,潜力挖掘型
1867,4323,525368335,9811363528,5.2,5,4,1.0,104.0,True,1.25,1.04,True,True,0.8,8,7,低效长尾型二
1868,4333,525368335,9811363528,3.45,2,3,0.5,66.0,True,0.6666666666666666,1.725,True,True,1.5,8,1,稳定拓展型
1869,4340,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1870,4352,525368335,9811363528,29.26,39,434,0.2927,677.0,True,0.08986175115207373,0.7502564102564103,True,True,11.128205128205128,8,1,稳定拓展型
1871,4366,525368335,9811363528,1.82,3,4,0.6667,76.0,True,0.75,0.6066666666666667,True,True,1.3333333333333333,8,6,稳定拓展型三
1872,4376,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1873,4378,525368335,9811363528,23.08,17,38,0.5882,87.0,True,0.4473684210526316,1.3576470588235292,True,True,2.235294117647059,8,1,稳定拓展型
1874,4379,525368335,9811363528,4.62,5,6,0.8,33.0,True,0.8333333333333334,0.924,True,True,1.2,8,6,稳定拓展型三
1875,4387,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1876,4390,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1877,4393,525368335,9811363528,3.55,2,4,0.0,62.0,True,0.5,1.775,True,True,2.0,8,5,潜力挖掘型
1878,4397,525368335,9811363528,15.91,19,10,1.0,58.0,True,1.9,0.8373684210526315,True,True,0.5263157894736842,8,7,低效长尾型二
1879,4399,525368335,9811363528,2.49,5,7,0.75,62.0,True,0.7142857142857143,0.49800000000000005,True,True,1.4,8,6,稳定拓展型三
1880,4418,525368335,9811363528,10.74,8,16,0.75,39.0,True,0.5,1.3425,True,True,2.0,8,6,稳定拓展型三
1881,4420,525368335,9811363528,1.53,1,1,1.0,,True,1.0,1.53,True,True,1.0,8,7,低效长尾型二
1882,4422,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1883,4437,525368335,9811363528,129.39,89,223,0.5616,213.0,True,0.3991031390134529,1.453820224719101,True,True,2.50561797752809,8,1,稳定拓展型
1884,4438,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1885,4442,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1886,4443,525368335,9811363528,1.39,1,1,1.0,1.0,True,1.0,1.39,True,True,1.0,8,7,低效长尾型二
1887,4447,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1888,4453,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1889,4463,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1890,4465,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1891,4476,525368335,9811363528,2.68,4,2,1.0,120.0,True,2.0,0.67,True,True,0.5,8,7,低效长尾型二
1892,4479,525368335,9811363528,18.44,21,23,0.9444,53.0,True,0.9130434782608695,0.8780952380952382,True,True,1.0952380952380953,8,6,稳定拓展型三
1893,4480,525368335,9811363528,3.63,3,11,0.5,596.0,True,0.2727272727272727,1.21,True,True,3.6666666666666665,8,1,稳定拓展型
1894,4483,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1895,4494,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1896,4508,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1897,4519,525368335,9811363528,5.33,8,9,0.6,50.0,True,0.8888888888888888,0.66625,True,True,1.125,8,6,稳定拓展型三
1898,4526,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1899,4529,525368335,9811363528,8.37,7,5,1.0,73.0,True,1.4,1.1957142857142855,True,True,0.7142857142857143,8,7,低效长尾型二
1900,4530,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1901,4541,525368335,9811363528,1.13,1,1,1.0,41.0,True,1.0,1.13,True,True,1.0,8,7,低效长尾型二
1902,4544,525368335,9811363528,1.61,2,3,0.5,13.0,True,0.6666666666666666,0.805,True,True,1.5,8,1,稳定拓展型
1903,4545,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1904,4549,525368335,9811363528,3.28,2,65,0.5,3529.0,True,0.03076923076923077,1.64,True,True,32.5,8,1,稳定拓展型
1905,4550,525368335,9811363528,3.97,3,2,1.0,62.0,True,1.5,1.3233333333333335,True,True,0.6666666666666666,8,7,低效长尾型二
1906,4556,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1907,4557,525368335,9811363528,0.52,1,1,1.0,120.0,True,1.0,0.52,True,True,1.0,8,7,低效长尾型二
1908,4573,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1909,4578,525368335,9811363528,4.05,5,1,1.0,7.0,True,5.0,0.8099999999999999,True,True,0.2,8,4,稳定拓展型二
1910,4583,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1911,4594,525368335,9811363528,2076.36,273,546,0.7826,227.0,True,0.5,7.605714285714286,True,True,2.0,8,0,高价值转化型
1912,4601,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1913,4606,525368335,9811363528,146.02,51,93,0.7381,101.0,True,0.5483870967741935,2.863137254901961,True,True,1.8235294117647058,8,0,高价值转化型
1914,4614,525368335,9811363528,19.9,24,120,0.3684,373.0,True,0.2,0.8291666666666666,True,True,5.0,8,1,稳定拓展型
1915,4615,525368335,9811363528,2.39,2,2,1.0,68.0,True,1.0,1.195,True,True,1.0,8,7,低效长尾型二
1916,4616,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1917,4621,525368335,9811363528,9.04,11,19,0.8,153.0,True,0.5789473684210527,0.8218181818181818,True,True,1.7272727272727273,8,6,稳定拓展型三
1918,4629,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1919,4631,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1920,4635,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1921,4637,525368335,9811363528,3.48,3,3,1.0,111.0,True,1.0,1.16,True,True,1.0,8,7,低效长尾型二
1922,4638,525368335,9811363528,0.37,1,1,1.0,120.0,True,1.0,0.37,True,True,1.0,8,7,低效长尾型二
1923,4639,525368335,9811363528,1.71,3,2,1.0,109.0,True,1.5,0.57,True,True,0.6666666666666666,8,7,低效长尾型二
1924,4647,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1925,4660,525368335,9811363528,0.28,1,1,1.0,6.0,True,1.0,0.28,True,True,1.0,8,7,低效长尾型二
1926,4662,525368335,9811363528,62.34,48,145,0.6216,270.0,True,0.3310344827586207,1.29875,True,True,3.0208333333333335,8,1,稳定拓展型
1927,4663,525368335,9811363528,15.68,16,18,0.7692,159.0,True,0.8888888888888888,0.98,True,True,1.125,8,6,稳定拓展型三
1928,4665,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1929,4674,525368335,9811363528,1.48,1,0,0.0,,True,,1.48,False,True,0.0,8,5,潜力挖掘型
1930,4696,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1931,4701,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1932,4706,525368335,9811363528,4.31,5,90,0.4,691.0,True,0.05555555555555555,0.8619999999999999,True,True,18.0,8,1,稳定拓展型
1933,4712,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1934,4717,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1935,4718,525368335,9811363528,2594.66,813,1424,0.7243,123.0,True,0.5709269662921348,3.191463714637146,True,True,1.7515375153751538,8,0,高价值转化型
1936,4723,525368335,9811363528,10.24,10,19,0.625,154.0,True,0.5263157894736842,1.024,True,True,1.9,8,6,稳定拓展型三
1937,4728,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1938,4736,525368335,9811363528,0.92,1,0,0.0,,True,,0.92,False,True,0.0,8,5,潜力挖掘型
